"","Attrition","BusinessTravel","DailyRate","Department","EducationField","Gender","HourlyRate","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","TotalWorkingYears","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Age_Group","Env_Group","Years_Group","Edu_Group","WorkLife_Group","JobInvolvement_Group"
"158","No","Travel_Rarely","1176","Research & Development","Other","Male","85","2","Manufacturing Director","1","Married","9957","9096","No","15","3","3","7","2","0","2","Young","High","Low","High","Low","High"
"159","Yes","Travel_Rarely","1162","Research & Development","Life Sciences","Male","97","1","Laboratory Technician","4","Single","2587","10261","No","16","3","4","5","2","1","0","Old","Low","Low","Low","High","High"
"160","Yes","Travel_Frequently","746","Sales","Technical Degree","Male","45","1","Sales Representative","1","Single","1091","10642","No","17","3","4","1","0","0","0","Young","High","Low","High","High","High"
"161","No","Travel_Rarely","1130","Sales","Marketing","Female","56","2","Sales Executive","2","Married","6214","3415","No","18","3","1","8","7","0","7","Young","Low","Low","High","High","High"
"162","No","Travel_Frequently","216","Research & Development","Life Sciences","Male","44","3","Manufacturing Director","3","Single","9526","8787","No","21","4","2","10","7","1","8","Medium","High","Low","High","High","Low"
"163","Yes","Travel_Rarely","688","Research & Development","Medical","Male","91","1","Laboratory Technician","1","Married","4031","9396","No","13","3","3","6","2","0","2","Young","Low","Low","High","High","High"
"164","No","Travel_Rarely","300","Sales","Marketing","Male","74","2","Sales Executive","1","Married","8396","22217","No","14","3","2","8","7","7","5","Medium","High","Low","High","Low","High"
"165","No","Travel_Rarely","575","Research & Development","Life Sciences","Male","44","2","Manufacturing Director","2","Single","4320","24152","No","13","3","4","5","3","0","2","Medium","High","Low","High","High","Low"
"166","No","Travel_Rarely","770","Human Resources","Life Sciences","Male","84","4","Manager","2","Divorced","14026","17588","Yes","11","3","2","33","9","0","10","Old","High","High","High","High","High"
"167","No","Travel_Rarely","991","Research & Development","Life Sciences","Female","71","1","Laboratory Technician","4","Married","2659","17759","Yes","13","3","3","3","2","0","2","Young","High","Low","High","High","High"
"168","No","Travel_Rarely","168","Research & Development","Life Sciences","Female","81","3","Manufacturing Director","3","Single","7861","15397","Yes","14","3","4","10","0","0","0","Medium","High","Low","High","High","High"
"169","No","Non-Travel","509","Research & Development","Other","Female","62","2","Healthcare Representative","3","Single","6811","2112","Yes","17","3","1","10","7","0","7","Medium","Low","Low","High","High","Low"
"170","No","Travel_Rarely","534","Research & Development","Medical","Female","59","1","Laboratory Technician","4","Single","2871","23785","No","15","3","3","1","0","0","0","Young","Low","Low","High","High","High"
"171","No","Travel_Rarely","1283","Research & Development","Medical","Male","90","1","Research Scientist","3","Married","2127","5561","Yes","12","3","1","7","2","0","3","Medium","Low","Low","High","Low","High"
"172","No","Travel_Rarely","986","Research & Development","Life Sciences","Male","62","1","Laboratory Technician","4","Married","2818","5044","Yes","24","4","3","10","2","0","2","Medium","Low","Low","High","Low","High"
"173","No","Travel_Rarely","1040","Research & Development","Life Sciences","Male","79","2","Healthcare Representative","1","Divorced","6842","26308","No","20","4","1","13","4","0","4","Medium","High","Low","Low","High","High"
"174","No","Travel_Rarely","1380","Research & Development","Life Sciences","Female","75","1","Laboratory Technician","4","Single","2288","6319","No","12","3","3","2","2","2","1","Medium","High","Low","Low","High","High"
"175","Yes","Travel_Rarely","1456","Sales","Marketing","Male","96","2","Sales Executive","1","Divorced","6134","8658","Yes","13","3","2","16","2","2","2","Medium","Low","Low","High","High","Low"
"176","Yes","Travel_Rarely","1449","Research & Development","Medical","Male","45","1","Laboratory Technician","2","Divorced","2373","14180","Yes","13","3","4","5","2","0","2","Young","Low","Low","High","High","High"
"177","No","Travel_Rarely","464","Research & Development","Other","Male","75","1","Laboratory Technician","4","Divorced","1951","10910","No","12","3","3","1","0","0","0","Medium","High","Low","Low","High","High"
"178","No","Travel_Rarely","119","Sales","Marketing","Male","77","4","Sales Executive","1","Single","13341","25098","No","12","3","1","21","8","11","10","Medium","Low","High","High","High","High"
"179","No","Travel_Rarely","468","Research & Development","Medical","Female","73","1","Research Scientist","1","Single","3785","8489","No","14","3","2","5","4","0","4","Young","High","Low","High","Low","Low"
"180","No","Travel_Rarely","200","Research & Development","Other","Male","32","2","Research Scientist","4","Single","4541","7744","No","25","4","2","20","11","13","17","Medium","High","High","High","High","High"
"181","No","Travel_Rarely","408","Research & Development","Life Sciences","Male","42","1","Research Scientist","2","Single","2657","7551","Yes","16","3","4","3","2","2","2","Young","High","Low","High","High","Low"
"182","No","Travel_Rarely","202","Research & Development","Other","Female","33","4","Manager","4","Married","16752","12982","Yes","11","3","3","26","14","3","0","Medium","High","High","Low","Low","High"
"183","No","Travel_Rarely","1176","Human Resources","Life Sciences","Female","98","5","Manager","3","Married","19658","5220","No","11","3","3","27","2","1","0","Medium","High","Low","High","High","High"
"184","No","Travel_Rarely","1490","Research & Development","Life Sciences","Female","30","4","Manager","4","Married","16555","10310","No","13","3","4","31","2","1","4","Old","High","Low","Low","Low","High"
"185","No","Travel_Rarely","1454","Sales","Life Sciences","Female","65","1","Sales Representative","4","Single","3294","13137","Yes","18","3","1","3","2","1","2","Medium","High","Low","High","Low","Low"
"186","Yes","Travel_Rarely","303","Research & Development","Life Sciences","Male","47","1","Laboratory Technician","4","Single","1102","9241","No","22","4","3","1","0","1","0","Young","Low","Low","High","Low","Low"
"187","No","Travel_Rarely","176","Human Resources","Life Sciences","Female","56","3","Human Resources","3","Married","9756","6595","No","21","4","3","9","0","0","3","Medium","High","Low","High","High","Low"
"188","No","Travel_Rarely","1495","Research & Development","Technical Degree","Male","96","2","Healthcare Representative","3","Married","6651","21534","No","14","3","2","20","2","1","2","Old","Low","Low","High","Low","High"
"189","No","Travel_Rarely","804","Research & Development","Medical","Female","86","1","Research Scientist","4","Single","2342","22929","Yes","20","4","4","5","2","2","3","Medium","High","Low","Low","Low","Low"
"190","No","Travel_Rarely","352","Human Resources","Medical","Male","87","1","Human Resources","2","Married","2804","15434","No","11","3","4","1","0","0","0","Young","High","Low","Low","High","Low"
"191","No","Travel_Rarely","314","Human Resources","Human Resources","Male","59","5","Manager","3","Married","19189","19562","No","12","3","2","22","7","2","10","Medium","High","High","High","High","Low"
"192","No","Travel_Rarely","1329","Research & Development","Life Sciences","Male","82","2","Healthcare Representative","4","Divorced","6623","4204","Yes","11","3","2","6","0","1","0","Young","High","Low","High","High","High"
"193","No","Travel_Frequently","902","Research & Development","Medical","Female","92","2","Research Scientist","4","Married","4422","21203","Yes","13","3","4","16","1","0","0","Medium","High","Low","Low","Low","Low"
"194","No","Travel_Rarely","548","Research & Development","Life Sciences","Female","42","2","Laboratory Technician","3","Single","3780","23428","No","11","3","3","19","0","0","0","Old","High","Low","High","High","High"
"195","No","Travel_Rarely","140","Research & Development","Medical","Female","95","1","Research Scientist","4","Married","3929","6984","Yes","23","4","3","7","2","0","2","Young","High","Low","Low","High","High"
"196","No","Travel_Rarely","342","Sales","Marketing","Male","66","2","Sales Executive","3","Divorced","6334","24558","No","19","3","4","9","0","0","0","Medium","High","Low","High","High","Low"
"197","No","Travel_Rarely","465","Research & Development","Life Sciences","Female","41","4","Healthcare Representative","3","Married","13966","11652","Yes","19","3","2","30","11","2","12","Old","High","High","Low","High","Low"
"198","No","Non-Travel","1327","Sales","Life Sciences","Male","39","2","Sales Executive","4","Married","5249","19682","No","18","3","4","13","7","7","5","Medium","High","Low","Low","High","Low"
"199","No","Travel_Rarely","1315","Research & Development","Life Sciences","Female","71","3","Manager","2","Divorced","11996","19100","No","18","3","2","10","7","6","2","Medium","Low","Low","High","Low","High"
"200","No","Travel_Rarely","1179","Sales","Marketing","Male","84","2","Sales Executive","1","Single","5405","11924","No","14","3","4","10","2","2","2","Old","Low","Low","High","High","High"
"201","Yes","Travel_Rarely","408","Sales","Life Sciences","Female","45","3","Sales Executive","1","Married","7336","11162","No","13","3","1","11","8","3","10","Young","High","High","Low","Low","Low"
"202","No","Travel_Rarely","824","Research & Development","Life Sciences","Female","67","2","Research Scientist","2","Married","5878","15624","No","12","3","1","12","1","2","5","Young","High","Low","Low","High","Low"
"203","No","Travel_Rarely","136","Research & Development","Life Sciences","Male","89","2","Healthcare Representative","1","Married","5373","6225","No","12","3","1","6","3","0","2","Young","Low","Low","High","Low","High"
"204","No","Travel_Rarely","1370","Research & Development","Life Sciences","Male","49","2","Manufacturing Director","3","Married","6883","5151","No","16","3","2","17","7","0","7","Medium","High","Low","High","High","High"
"205","No","Travel_Rarely","258","Research & Development","Other","Female","54","1","Laboratory Technician","1","Married","2950","17363","No","13","3","3","12","4","0","4","Old","High","Low","High","Low","High"
"206","No","Travel_Frequently","1467","Sales","Technical Degree","Female","92","3","Sales Executive","4","Married","9738","22952","No","14","3","3","10","7","2","8","Medium","Low","Low","Low","High","High"
"207","Yes","Travel_Frequently","464","Research & Development","Technical Degree","Male","40","1","Research Scientist","4","Single","2285","3427","Yes","23","4","3","3","0","0","0","Young","High","Low","High","High","High"
"208","No","Travel_Rarely","992","Research & Development","Medical","Male","68","1","Laboratory Technician","1","Single","2450","21731","No","19","3","2","3","0","1","2","Medium","High","Low","High","High","Low"
"209","No","Travel_Frequently","857","Research & Development","Life Sciences","Male","91","4","Manager","1","Divorced","17181","12888","No","13","3","2","21","6","7","7","Medium","High","Low","High","Low","Low"
"210","No","Travel_Rarely","1225","Research & Development","Life Sciences","Male","80","1","Research Scientist","4","Single","4680","15232","No","17","3","1","4","0","0","0","Medium","High","Low","Low","High","High"
"211","Yes","Travel_Frequently","115","Sales","Technical Degree","Female","51","2","Sales Executive","2","Single","5765","17485","No","11","3","1","7","3","0","0","Young","Low","Low","High","Low","High"
"212","No","Travel_Rarely","164","Sales","Medical","Male","61","3","Sales Executive","3","Married","7596","3809","No","13","3","2","10","9","9","0","Medium","Low","High","Low","High","Low"
"213","No","Travel_Rarely","1277","Sales","Life Sciences","Male","74","3","Sales Executive","4","Divorced","10368","5596","Yes","12","3","2","13","6","0","3","Medium","High","High","High","Low","High"
